Cluster	Caste	Module	dnds	total	Intra	Ext	Exp
EOG76XFTH	Queen	 Midnightblue	0.09866	44.69617471	18.92204731	25.77412741	97.19147775
EOG76XFTT	Queen	 Midnightblue	0.16299	29.63932542	8.621831382	21.01749404	48.67506828
EOG76XFTX	Queen	 Midnightblue	0.41724	50.02062555	12.2450747	37.77555085	125.2181205
EOG77469G	Queen	 Midnightblue	0.20414	34.25559391	11.78422202	22.47137189	68.19219401
EOG77469S	Queen	 Midnightblue	0.07471	35.63913518	12.81257172	22.82656345	65.45502636
EOG7772JR	Queen	 Midnightblue	0.24421	62.89694858	14.58771409	48.30923449	212.3052739
EOG779XS5	Queen	 Midnightblue	0.28425	31.50489697	5.608187262	25.89670971	77.34435321
EOG77DT15	Queen	 Midnightblue	0.19841	35.09416308	6.945179634	28.14898345	58.27839585
EOG77HP7T	Queen	 Midnightblue	0.11289	70.90693112	9.911746377	60.99518474	57.88927548
EOG77HP8C	Queen	 Midnightblue	0.10135	54.83763072	24.57595233	30.2616784	225.7369238
EOG77QDRD	Queen	 Midnightblue	0.03695	74.5496406	19.3444717	55.2051689	132.4331238
EOG77X56X	Queen	 Midnightblue	0.2081	41.00618237	13.80136167	27.2048207	14.35287356
EOG77X578	Queen	 Midnightblue	0.41301	35.5971485	8.491404137	27.10574437	39.41385316
EOG783WPJ	Queen	 Midnightblue	0.09961	71.36900826	21.21437032	50.15463794	113.7324385
EOG786RXT	Queen	 Midnightblue	0.0407	44.11157811	10.67860369	33.43297442	52.91022701
EOG786RZ9	Queen	 Midnightblue	0.21643	44.32709161	10.2573768	34.06971481	95.82420472
EOG789N5G	Queen	 Midnightblue	0.26284	56.01349372	15.55607123	40.45742249	32.93303108
EOG789N5H	Queen	 Midnightblue	0.0776	46.04877721	7.489131642	38.55964557	168.058872
EOG789N5Q	Queen	 Midnightblue	0.10563	66.50458423	23.17976427	43.32481996	81.13028992
EOG78DHDF	Queen	 Midnightblue	0.18448	107.5308719	19.76373556	87.76713635	192.1723996
EOG78HCNM	Queen	 Midnightblue	0.04399	36.67555009	6.806097731	29.86945236	229.8451972
EOG78HCP0	Queen	 Midnightblue	0.25533	23.76928387	4.178917854	19.59036602	87.37667999
EOG78Q445	Queen	 Midnightblue	0.05566	29.48494547	4.571416658	24.91352882	188.5782465
EOG78Q44B	Queen	 Midnightblue	0.10401	55.64705648	9.693902526	45.95315396	77.5844196
EOG78T0C9	Queen	 Midnightblue	0.03916	13.68245544	3.225236653	10.45721878	54.99210919
EOG78T0CJ	Queen	 Midnightblue	0.03519	39.42497332	5.899657995	33.52531533	36.78472458
EOG78T0CM	Queen	 Midnightblue	0.17066	50.19579184	13.25483713	36.94095471	150.0194022
EOG78WVM3	Queen	 Midnightblue	0.17979	36.95692044	11.13551964	25.8214008	101.090595
EOG78WVMH	Queen	 Midnightblue	0.29717	97.63248516	21.40549079	76.22699437	76.83529975
EOG790QV3	Queen	 Midnightblue	0.08218	51.62512246	11.77715094	39.84797152	59.81385389
EOG790QV7	Queen	 Midnightblue	0.10918	54.19636865	13.84289317	40.35347548	171.2406684
EOG790QVR	Queen	 Midnightblue	0.04864	97.27267941	25.36917264	71.90350677	121.6925504
EOG793M3P	Queen	 Midnightblue	0.24412	69.65026033	9.833646035	59.81661429	152.9858038
EOG796GB7	Queen	 Midnightblue	0.14281	91.02216684	29.06255474	61.9596121	134.0656822
EOG79D6T2	Queen	 Midnightblue	0.03483	37.37471321	9.519049374	27.85566383	155.2760632
EOG79D6T8	Queen	 Midnightblue	0.03166	30.35923366	10.43921181	19.92002185	62.4276983
EOG79H328	Queen	 Midnightblue	0.23141	30.55986576	6.914594887	23.64527087	88.21467618
EOG79PTHG	Queen	 Midnightblue	0.23261	65.96075289	17.53710716	48.42364573	304.7939793
EOG79PTHS	Queen	 Midnightblue	0.02401	8.594166862	2.039000126	6.555166736	99.03259486
EOG79PTJ2	Queen	 Midnightblue	0.09003	51.89282427	13.5957827	38.29704157	9.027420602
EOG7B0F78	Queen	 Midnightblue	0.0691	55.80534139	15.71740139	40.08794	60.97169377
EOG7B39FZ	Queen	 Midnightblue	0.13288	46.77629689	16.29508643	30.48121047	138.7494418
EOG7B65Q7	Queen	 Midnightblue	0.35778	46.58642832	14.65509369	31.93133463	73.62865309
EOG7B65QZ	Queen	 Midnightblue	0.1026	45.78953463	13.24956143	32.5399732	37.91428126
EOG7B91ZD	Queen	 Midnightblue	0.10886	84.31709354	23.6465931	60.67050044	54.72598372
EOG7BKNPB	Queen	 Midnightblue	0.23619	61.06689141	19.37402369	41.69286772	39.50445785
EOG7BPHX2	Queen	 Midnightblue	0.04045	23.10211397	8.49837677	14.6037372	84.39795018
EOG7C5W3G	Queen	 Midnightblue	0.29207	27.26536393	5.807177826	21.4581861	53.96278739
EOG7CCMKD	Queen	 Midnightblue	0.09724	43.83694397	11.27648097	32.560463	70.86138878
EOG7CCMM9	Queen	 Midnightblue	0.01158	51.49951818	16.68612609	34.8133921	131.8135412
EOG7CGGT9	Queen	 Midnightblue	0.23381	74.41954264	19.37184496	55.04769768	117.807096
EOG7CKC23	Queen	 Midnightblue	0.16077	44.56978401	19.91863697	24.65114704	13.29738343
EOG7CP792	Queen	 Midnightblue	0.36327	22.22081182	5.358329516	16.86248231	128.0968597
EOG7CP79P	Queen	 Midnightblue	0.20354	19.34796184	3.777525504	15.57043634	49.61544452
EOG7CS3J1	Queen	 Midnightblue	0.04719	34.9687308	8.77356681	26.19516399	167.3281307
EOG7CZV15	Queen	 Midnightblue	0.19557	33.93309339	6.851315546	27.08177784	125.2457827
EOG7CZV1M	Queen	 Midnightblue	0.14394	33.45279153	9.546987763	23.90580377	20.79056213
EOG7D5KGX	Queen	 Midnightblue	0.13065	33.38698659	9.603011579	23.78397501	136.7463985
EOG7D5KH2	Queen	 Midnightblue	0.02036	23.23048796	4.025894562	19.20459339	72.03524765
EOG7D5KH5	Queen	 Midnightblue	0.06042	85.73116609	10.08726811	75.64389798	362.5768823
EOG7D8FQT	Queen	 Midnightblue	0.03724	28.15296659	11.54703481	16.60593178	12.85937036
EOG7DG670	Queen	 Midnightblue	0.02486	138.5416536	27.70436637	110.8372872	206.329203
EOG7DNXPF	Queen	 Midnightblue	0.0378	23.45271706	3.955632925	19.49708414	45.81219687
EOG7DNXPK	Queen	 Midnightblue	0.10122	35.44882043	8.128525851	27.32029458	135.7729576
EOG7DNXQB	Queen	 Midnightblue	0.05241	47.63878423	10.39783201	37.24095222	206.069904
EOG7DRSXC	Queen	 Midnightblue	0.05826	20.08541119	4.222323109	15.86308808	50.09572022
EOG7F2DN8	Queen	 Midnightblue	0.09655	70.80066749	17.98307511	52.81759238	69.64395992
EOG7F58WJ	Queen	 Midnightblue	0.04919	52.91767456	16.59870536	36.3189692	101.8045887
EOG7F58WW	Queen	 Midnightblue	0.34749	85.51356461	17.63132989	67.88223473	60.82272576
EOG7F854C	Queen	 Midnightblue	0.05035	58.42065113	16.38273166	42.03791947	35.7953335
EOG7FJRV6	Queen	 Midnightblue	0.14407	42.90700689	17.08879971	25.81820718	83.36890032
EOG7FJRVG	Queen	 Midnightblue	0.03596	35.75616921	6.513106343	29.24306286	140.38897
EOG7FVCJN	Queen	 Midnightblue	0.17493	50.44284003	7.197374714	43.24546531	176.0513555
EOG7FVCK4	Queen	 Midnightblue	0.1589	57.81480656	19.4466935	38.36811306	20.43774691
EOG7FZ7TC	Queen	 Midnightblue	0.31632	33.34646232	9.592730058	23.75373227	110.4840755
EOG7G508G	Queen	 Midnightblue	0.04576	64.05526775	14.71106163	49.34420611	33.7474471
EOG7G7VHP	Queen	 Midnightblue	0.13292	51.14397648	13.29942991	37.84454657	61.65869224
EOG7GFM09	Queen	 Midnightblue	0.17222	55.80423969	9.673741031	46.13049865	133.348223
EOG7GFM0C	Queen	 Midnightblue	0.063	57.69885266	16.41878151	41.28007114	60.54434801
EOG7GNBGG	Queen	 Midnightblue	0.10028	11.81431449	2.415867959	9.39844653	78.1434913
EOG7GR6PR	Queen	 Midnightblue	0.03672	22.46816118	4.792718704	17.67544248	131.181877
EOG7GR6Q1	Queen	 Midnightblue	0.12485	94.32755244	25.09979181	69.22776063	211.2968937
EOG7GXZ5X	Queen	 Midnightblue	0.10608	56.34400298	20.77092023	35.57308275	628.145384
EOG7GXZ68	Queen	 Midnightblue	0.09242	95.94094179	28.35780376	67.58313803	231.084757
EOG7GXZ6W	Queen	 Midnightblue	0.05567	62.43395425	15.51266041	46.92129384	66.74687064
EOG7H1TDR	Queen	 Midnightblue	0.07128	57.71937314	7.576113575	50.14325957	194.8118012
EOG7H4PPV	Queen	 Midnightblue	0.06288	25.16022128	8.751574449	16.40864683	64.02211923
EOG7HBF4W	Queen	 Midnightblue	0.11191	35.93656971	11.0411227	24.89544701	39.29817674
EOG7HF9CZ	Queen	 Midnightblue	0.45699	78.93611973	26.89878	52.03733973	91.41423729
EOG7HJ5N3	Queen	 Midnightblue	0.10746	46.65194597	12.76635836	33.88558761	183.1357677
EOG7HN1VC	Queen	 Midnightblue	0.08605	63.39153411	9.931431856	53.46010226	16.10681157
EOG7HQX3G	Queen	 Midnightblue	0.20567	39.95445936	10.74056226	29.21389711	88.53196141
EOG7HXNK3	Queen	 Midnightblue	0.04884	76.88455028	11.36985912	65.51469116	28.45303425
EOG7HXNKD	Queen	 Midnightblue	0.14914	31.74818676	9.279394687	22.46879207	79.83842244
EOG7J1HTF	Queen	 Midnightblue	0.17566	14.20272129	3.414528344	10.78819294	177.3606514
EOG7J4D1W	Queen	 Midnightblue	0.15004	97.06270709	30.11248989	66.9502172	82.01776159
EOG7J4D24	Queen	 Midnightblue	0.16736	79.81865077	16.33434116	63.48430961	109.5595906
EOG7J788P	Queen	 Midnightblue	0.06864	20.72229299	3.802064373	16.92022862	38.42237595
EOG7JHW14	Queen	 Midnightblue	0.06444	46.2144794	13.16061753	33.05386187	105.9032697
EOG7JMR8C	Queen	 Midnightblue	0.25478	70.12441057	15.98259054	54.14182003	26.40561115
EOG7JQMGJ	Queen	 Midnightblue	0.18377	94.23309359	32.02273616	62.21035743	60.35510374
EOG7JQMGP	Queen	 Midnightblue	0.0263	46.18221075	13.23326263	32.94894812	102.9558675
EOG7JQMH2	Queen	 Midnightblue	0.0873	31.95132495	10.15994636	21.79137859	43.79410334
EOG7JTGQC	Queen	 Midnightblue	0.17773	34.98134399	4.694692915	30.28665107	89.04007657
EOG7JTGR2	Queen	 Midnightblue	0.36644	49.39371621	15.74506262	33.64865359	107.5891118
EOG7K176F	Queen	 Midnightblue	0.10836	22.24358386	4.157119725	18.08646413	80.12899695
EOG7K43FB	Queen	 Midnightblue	0.10222	33.49979753	11.43754163	22.0622559	27.74163345
EOG7K6ZP6	Queen	 Midnightblue	0.03341	59.93428782	10.03903913	49.89524869	96.29313209
EOG7K6ZPF	Queen	 Midnightblue	0.11349	24.10176974	5.633018558	18.46875118	101.5088583
EOG7K9TXJ	Queen	 Midnightblue	0.05262	72.42634572	17.16138069	55.26496504	309.105738
EOG7KDQ50	Queen	 Midnightblue	0.17489	63.62703141	11.44524896	52.18178245	114.4848173
EOG7KDQ59	Queen	 Midnightblue	0.15805	47.70133826	14.42837224	33.27296603	108.1626353
EOG7KHKD9	Queen	 Midnightblue	0.17267	48.33348622	7.734704827	40.59878139	77.85643984
EOG7KMFN2	Queen	 Midnightblue	0.13505	27.56664262	4.353608766	23.21303386	73.39950947
EOG7KQ9WC	Queen	 Midnightblue	0.1556	97.35753414	16.88931149	80.46822266	118.2415797
EOG7KT64G	Queen	 Midnightblue	0.15834	174.0473959	58.72398459	115.3234113	41.25444021
EOG7KX2CD	Queen	 Midnightblue	0.07408	36.4246521	5.631256113	30.79339598	168.8157382
EOG7M0XKK	Queen	 Midnightblue	0.08356	20.96402545	5.457426212	15.50659924	10.81602817
EOG7M3SV2	Queen	 Midnightblue	0.09746	31.7890546	7.976296131	23.81275847	64.00749028
EOG7M6P2R	Queen	 Midnightblue	0.26456	31.22441039	5.032682994	26.1917274	302.2011037
EOG7M6P2S	Queen	 Midnightblue	0.05729	89.86261104	18.49818284	71.3644282	93.82150145
EOG7M6P2V	Queen	 Midnightblue	0.06012	62.21040782	14.67481294	47.53559487	54.31886687
EOG7M9J9H	Queen	 Midnightblue	0.06737	61.35979041	23.95349534	37.40629507	160.8837832
EOG7M9J9X	Queen	 Midnightblue	0.0893	22.19839332	5.060514206	17.13787912	158.8490332
EOG7MH8SV	Queen	 Midnightblue	0.03034	49.59079595	11.20522627	38.38556969	95.34904097
EOG7MM517	Queen	 Midnightblue	0.18213	23.34914002	8.333877421	15.0152626	132.5296588
EOG7MM51R	Queen	 Midnightblue	0.18589	23.99729422	7.563239139	16.43405508	96.39936034
EOG7MM522	Queen	 Midnightblue	0.00252	53.79026647	10.51472612	43.27554035	739.7573383
EOG7MWRR5	Queen	 Midnightblue	0.10523	48.02093061	8.971416688	39.04951392	67.49749127
EOG7N0N07	Queen	 Midnightblue	0.13832	46.58971795	8.331126021	38.25859193	106.3290098
EOG7N3H7F	Queen	 Midnightblue	0.18766	54.09844266	6.921932558	47.1765101	106.0006359
EOG7N6CFS	Queen	 Midnightblue	0.08669	30.99233431	6.790919564	24.20141474	159.9523692
EOG7N6CG9	Queen	 Midnightblue	0.20086	36.30264547	8.03618681	28.26645866	143.1616814
EOG7N6CGG	Queen	 Midnightblue	0.11363	27.69526204	6.559281152	21.13598089	47.53525203
EOG7N97Q3	Queen	 Midnightblue	0.0155	57.62791005	16.315964	41.31194604	157.2635534
EOG7ND3XT	Queen	 Midnightblue	0.05652	34.97576714	5.610189386	29.36557775	70.48849633
EOG7NKVDT	Queen	 Midnightblue	0.08065	163.8106925	42.93470809	120.8759844	87.80893886
EOG7NPQNP	Queen	 Midnightblue	0.0839	38.07059459	11.83376147	26.23683313	40.80165319
EOG7NPQNZ	Queen	 Midnightblue	0.05788	52.06122798	13.39329249	38.6679355	117.575668
EOG7NSKWT	Queen	 Midnightblue	0.20441	49.92742602	12.21492989	37.71249614	80.14996683
EOG7NWG4R	Queen	 Midnightblue	0.38389	44.60047576	19.90754152	24.69293424	68.14384411
EOG7P0BCF	Queen	 Midnightblue	0.18607	32.10835121	9.203490767	22.90486045	52.90014278
EOG7P36MG	Queen	 Midnightblue	0.09719	48.72280784	20.8306059	27.89220194	252.999861
EOG7P36MP	Queen	 Midnightblue	0.15802	24.16100975	5.087814842	19.07319491	140.0903343
EOG7P62VC	Queen	 Midnightblue	0.08919	70.76234492	25.72926304	45.03308188	161.5764707
EOG7PCTBB	Queen	 Midnightblue	0.00878	20.80286653	5.544240036	15.25862649	509.1398549
EOG7PGPJT	Queen	 Midnightblue	0.10689	30.19390906	8.076237624	22.11767143	10.96221261
EOG7PKJTT	Queen	 Midnightblue	0.39727	50.03213315	19.73070493	30.30142822	202.8429106
EOG7PPF24	Queen	 Midnightblue	0.14177	69.60706034	17.73189598	51.87516435	88.7754519
EOG7PW5HQ	Queen	 Midnightblue	0.07253	39.82287728	9.325699813	30.49717747	74.90790937
EOG7Q01RR	Queen	 Midnightblue	0.13082	31.65965916	8.437478371	23.22218079	146.0845436
EOG7Q2X10	Queen	 Midnightblue	0.03121	34.78143351	6.621901261	28.15953225	96.77956838
EOG7Q2X11	Queen	 Midnightblue	0.24596	67.61672613	10.48337905	57.13334708	146.3645272
EOG7Q5S7G	Queen	 Midnightblue	0.21451	80.83141465	23.06985416	57.76156049	123.7924145
EOG7Q8NGP	Queen	 Midnightblue	0.20255	20.28989152	5.12014059	15.16975093	60.55220919
EOG7Q8NGS	Queen	 Midnightblue	0.07043	29.82461877	5.741048338	24.08357043	89.7512388
EOG7QCHQK	Queen	 Midnightblue	0.01731	64.49238745	12.68198154	51.81040591	75.37381044
EOG7QCHQP	Queen	 Midnightblue	0.0363	28.18795397	7.063921382	21.12403259	87.51379955
EOG7QCHQW	Queen	 Midnightblue	0.04242	63.72732519	21.05096112	42.67636406	22.61637227
EOG7QGCZF	Queen	 Midnightblue	0.13473	43.72139425	10.12137975	33.60001449	138.1428874
EOG7QK862	Queen	 Midnightblue	0.15519	41.68289677	12.03321111	29.64968566	57.35704114
EOG7QK86F	Queen	 Midnightblue	0.10106	29.67226574	6.812816837	22.85944891	143.7458131
EOG7QK86G	Queen	 Midnightblue	0.03224	60.53835732	19.85934789	40.67900942	137.843936
EOG7QK86P	Queen	 Midnightblue	0.20815	49.00634482	14.70945419	34.29689062	65.85926154
EOG7QP4FF	Queen	 Midnightblue	0.135	43.89079332	13.50757407	30.38321926	141.5569063
EOG7QS0P1	Queen	 Midnightblue	0.22396	36.74451296	6.849212529	29.89530043	48.31922423
EOG7QZR4Z	Queen	 Midnightblue	0.09292	47.04795761	10.90234915	36.14560846	49.08654401
EOG7R2MD5	Queen	 Midnightblue	0.03259	27.86190824	5.280236412	22.58167183	49.89446896
EOG7R5GMQ	Queen	 Midnightblue	0.07632	35.41263742	8.159618431	27.25301899	44.62126731
EOG7R5GN1	Queen	 Midnightblue	0.36865	19.22092744	4.142296906	15.07863054	130.4349542
EOG7RC749	Queen	 Midnightblue	0.02013	67.72235173	18.86438655	48.85796518	138.8325083
EOG7RG3BK	Queen	 Midnightblue	0.1438	55.28949322	19.48998504	35.79950818	97.41696222
EOG7RJZKC	Queen	 Midnightblue	0.28162	42.44294597	13.87064427	28.5723017	188.6258316
EOG7RNTV5	Queen	 Midnightblue	0.31272	46.21598004	13.86100756	32.35497248	179.7559314
EOG7RVK9G	Queen	 Midnightblue	0.09297	62.4997568	22.34934785	40.15040896	31.5710011
EOG7RVKB7	Queen	 Midnightblue	0.03946	31.35917096	5.775377633	25.58379333	99.12217886
EOG7RZFJ5	Queen	 Midnightblue	0.28841	68.13817033	15.61399344	52.5241769	15.70845908
EOG7RZFJT	Queen	 Midnightblue	0.20532	48.59077101	13.39987514	35.19089587	81.5532245
EOG7S29SD	Queen	 Midnightblue	0.15877	43.75539653	10.52174145	33.23365508	31.45868737
EOG7S5619	Queen	 Midnightblue	0.28089	67.34148776	25.26604906	42.0754387	41.18054077
EOG7S8280	Queen	 Midnightblue	0.07982	39.97171608	13.01851985	26.95319623	83.81784131
EOG7S8288	Queen	 Midnightblue	0.55581	38.1897415	15.50717256	22.68256895	62.84457368
EOG7S828D	Queen	 Midnightblue	0.11953	27.98913264	6.44043605	21.54869659	81.32679912
EOG7SBXH4	Queen	 Midnightblue	0.21744	39.74262934	15.61403734	24.128592	88.83305273
EOG7SFSR9	Queen	 Midnightblue	0.2262	48.14702744	14.7188213	33.42820614	130.6363398
EOG7SJP00	Queen	 Midnightblue	0.08111	16.33802522	3.278725442	13.05929978	186.5514166
EOG7SNJ6S	Queen	 Midnightblue	0.12476	43.44012262	11.06068774	32.37943488	27.19320523
EOG7SNJ73	Queen	 Midnightblue	0.09516	26.9347363	8.540997426	18.39373888	105.9520119
EOG7T4WDH	Queen	 Midnightblue	0.0521	35.08200215	7.43677954	27.64522261	234.4331669
EOG7T4WDZ	Queen	 Midnightblue	0.28937	38.60890396	10.28659888	28.32230508	79.50820179
EOG7T4WF1	Queen	 Midnightblue	0.06717	18.22960077	4.065256501	14.16434427	18.00986469
EOG7T7RNT	Queen	 Midnightblue	0.33046	71.57736101	14.51673384	57.06062717	77.60245689
EOG7TBMWD	Queen	 Midnightblue	0.15839	24.05334988	4.11382707	19.93952281	77.47229968
EOG7TBMWG	Queen	 Midnightblue	0.1206	69.01461258	20.22551121	48.78910137	137.9649254
EOG7TBMWJ	Queen	 Midnightblue	0.22058	35.45843463	10.34955094	25.10888368	132.5215209
EOG7TBMX0	Queen	 Midnightblue	0.13721	41.701268	13.37871937	28.32254863	105.1563404
EOG7TFH4J	Queen	 Midnightblue	0.14691	52.70274363	19.19878492	33.50395871	112.9384298
EOG7TJCBX	Queen	 Midnightblue	0.12385	43.01467816	13.58007011	29.43460805	191.8839669
EOG7TJCC5	Queen	 Midnightblue	0.35078	31.33697218	10.32572474	21.01124744	91.44142842
EOG7TJCCF	Queen	 Midnightblue	0.09682	11.12836833	1.119782536	10.0085858	192.0185166
EOG7TN7MF	Queen	 Midnightblue	0.09715	28.40873787	5.002564709	23.40617317	127.8654729
EOG7TN7MM	Queen	 Midnightblue	0.22674	116.4801403	24.68942932	91.79071097	72.4108504
EOG7TV037	Queen	 Midnightblue	0.11987	23.42289037	5.453722251	17.96916811	582.2518424
EOG7V4KT8	Queen	 Midnightblue	0.00113	112.791205	16.86798646	95.92321855	501.8571898
EOG7V7G1Z	Queen	 Midnightblue	0.18926	59.02803396	20.86624785	38.1617861	34.3188682
EOG7VF6H8	Queen	 Midnightblue	0.00944	21.41614064	3.76433442	17.65180622	81.18040237
EOG7VF6HN	Queen	 Midnightblue	0.13291	27.52566208	6.251287204	21.27437488	53.7737836
EOG7VJ2RD	Queen	 Midnightblue	0.23287	48.50115226	13.6506112	34.85054105	54.28668818
EOG7VJ2RJ	Queen	 Midnightblue	0.21088	50.00806523	8.223342374	41.78472286	97.07331662
EOG7VJ2RW	Queen	 Midnightblue	0.08644	17.48213627	4.984274866	12.4978614	116.3421301
EOG7VJ2S9	Queen	 Midnightblue	0.12831	58.93283228	8.63021348	50.3026188	12.38607151
EOG7VMZ0W	Queen	 Midnightblue	0.15285	52.93659848	14.72868032	38.20791816	15.62124417
EOG7VQT74	Queen	 Midnightblue	0.26499	52.53600541	7.79872661	44.7372788	34.98583704
EOG7VTPGD	Queen	 Midnightblue	0.03362	13.30005185	2.765623094	10.53442875	173.9909518
EOG7VXJR6	Queen	 Midnightblue	0.43182	53.744931	16.85313805	36.89179295	96.43996135
EOG7W1DZ8	Queen	 Midnightblue	0.03481	53.57342168	15.29308322	38.28033846	112.4411311
EOG7W75F8	Queen	 Midnightblue	0.09015	65.87055371	16.45053885	49.42001487	110.4095517
EOG7W75FS	Queen	 Midnightblue	0.36129	49.61380227	17.22352595	32.39027632	95.18559899
EOG7WB1P5	Queen	 Midnightblue	0.12643	53.02658807	12.74363523	40.28295284	86.73351696
EOG7WB1PH	Queen	 Midnightblue	0.31829	34.22804444	8.399692292	25.82835215	13.65816245
EOG7WDWX2	Queen	 Midnightblue	0.0529	27.60484486	4.832836936	22.77200792	171.831765
EOG7WHS4V	Queen	 Midnightblue	0.29505	29.31686666	7.184472374	22.13239429	47.85712978
EOG7WHS5D	Queen	 Midnightblue	0.33327	33.91735595	10.76827993	23.14907602	43.53293881
EOG7WQHMW	Queen	 Midnightblue	0.17115	26.20137767	7.54377155	18.65760612	88.04891673
EOG7WTCVF	Queen	 Midnightblue	0.15268	75.14856528	30.8408721	44.30769318	115.2665392
EOG7WTCVT	Queen	 Midnightblue	0.25632	34.05262928	7.720268613	26.33236067	133.7110447
EOG7WTCW7	Queen	 Midnightblue	0.04051	46.39611106	11.52702829	34.86908277	70.82151534
EOG7X14BS	Queen	 Midnightblue	0.03263	34.52932361	9.525033769	25.00428984	213.0011113
EOG7X40KB	Queen	 Midnightblue	0.1318	58.46074337	19.30285216	39.1578912	54.66910837
EOG7X40KD	Queen	 Midnightblue	0.05725	42.12609032	12.49162065	29.63446967	94.95321191
EOG7X40KF	Queen	 Midnightblue	0.06983	77.89696872	14.04486222	63.8521065	98.23192979
EOG7X6VTC	Queen	 Midnightblue	0.04166	59.556564	17.57536333	41.98120068	49.95054416
EOG7X6VTF	Queen	 Midnightblue	0.04814	65.33293561	17.60098425	47.73195136	121.9376748
EOG7X6VTP	Queen	 Midnightblue	0.14505	100.7083552	15.23067525	85.47767998	132.8943338
EOG7X6VV6	Queen	 Midnightblue	0.00485	18.89920343	5.168714854	13.73048857	580.6874717
EOG7X9R27	Queen	 Midnightblue	0.10229	28.84064059	9.186839569	19.65380102	57.8191562
EOG7X9R2M	Queen	 Midnightblue	0.18062	44.59751124	13.59784977	30.99966147	62.31514363
EOG7XMBS2	Queen	 Midnightblue	0.31768	65.60803341	13.60064743	52.00738598	19.20716489
EOG7XT38F	Queen	 Midnightblue	0.11956	14.699551	2.995484843	11.70406616	74.17960737
EOG7XWZGM	Queen	 Midnightblue	0.09285	50.43299452	8.613900187	41.81909434	150.3995124
EOG7XWZGT	Queen	 Midnightblue	0.02974	34.39367049	6.662256189	27.7314143	291.0602948
EOG7XWZGV	Queen	 Midnightblue	0.06606	19.66535922	3.681653162	15.98370606	48.54015537
EOG7Z3Q00	Queen	 Midnightblue	0.0972	25.05998118	6.975011207	18.08496998	73.43098263
EOG7Z6K6Q	Queen	 Midnightblue	0.39218	59.01834351	17.24222334	41.77612017	100.7578501
EOG7Z6K6T	Queen	 Midnightblue	0.04121	42.02405412	13.09084413	28.93321	49.18165997
EOG7Z9FFB	Queen	 Midnightblue	0.28875	39.28156862	12.33668549	26.94488314	29.09385652
EOG7Z9FFH	Queen	 Midnightblue	0.21564	29.19834509	7.561379685	21.63696541	57.09104567
EOG7ZD9PB	Queen	 Midnightblue	0.21983	16.66737597	3.71003118	12.95734479	182.3944529
EOG7ZD9PX	Queen	 Midnightblue	0.34205	13.47884792	3.851036029	9.627811896	148.862845
EOG7ZH5X9	Queen	 Midnightblue	0.2655	60.70168548	22.21163856	38.49004692	88.31425864
EOG7ZH5XC	Queen	 Midnightblue	0.1501	40.58887477	7.570957969	33.0179168	31.7674152
EOG7ZM258	Queen	 Midnightblue	0.34517	12.17138892	2.426668768	9.744720156	156.9803747
EOG7ZPXDD	Queen	 Midnightblue	0.13613	40.45408288	5.554179174	34.89990371	77.81475252
EOG7ZSSN3	Queen	 Midnightblue	0.10358	24.63470161	7.670359804	16.96434181	58.17428842
EOG7ZSSN8	Queen	 Midnightblue	0.27872	31.46271128	6.144048044	25.31866323	66.1242489
EOG7ZWNWD	Queen	 Midnightblue	0.00224	45.49773551	15.21769381	30.2800417	62.41949633
EOG703DBZ	Queen	 Orangered4	0.15424	24.31882213	5.674322569	18.64449956	216.0987762
EOG71CQG6	Queen	 Orangered4	0.06488	48.36897651	6.462753282	41.90622322	99.77915843
EOG732HHK	Queen	 Orangered4	0.09162	38.68645062	2.822913387	35.86353724	115.6977963
EOG735CRW	Queen	 Orangered4	0.05528	45.88804513	4.014164273	41.87388085	264.688079
EOG73JVQ7	Queen	 Orangered4	0.22934	30.9474121	5.432616429	25.51479567	267.7560459
EOG73NQZF	Queen	 Orangered4	0.24402	46.67749069	3.554612239	43.12287846	105.4935537
EOG73NQZN	Queen	 Orangered4	0.13048	38.52629062	4.28682886	34.23946175	246.8267471
EOG75N4R2	Queen	 Orangered4	0.05111	22.63839131	2.96777782	19.67061349	121.4504819
EOG75XRFF	Queen	 Orangered4	0.17884	35.5260124	3.03657845	32.48943395	175.7034187
EOG77DT1T	Queen	 Orangered4	0.02293	31.44358444	3.249759927	28.19382451	293.8370209
EOG77X57M	Queen	 Orangered4	0.03596	35.72530073	6.119036528	29.6062642	1502.881632
EOG7811FR	Queen	 Orangered4	0.18692	61.93256852	8.21508222	53.7174863	109.1998809
EOG7811GQ	Queen	 Orangered4	0.15052	16.02178264	1.974149128	14.04763351	279.4458773
EOG78M7X6	Queen	 Orangered4	0.12354	72.68500178	11.14008013	61.54492165	184.3962557
EOG79H32G	Queen	 Orangered4	0.2515	55.91164494	10.93415446	44.97749047	167.7951295
EOG79H32H	Queen	 Orangered4	0.31219	11.89757848	1.264859831	10.63271865	93.6652625
EOG79PTJC	Queen	 Orangered4	0.06675	28.84583588	4.75059259	24.09524329	237.1247681
EOG7BPHXN	Queen	 Orangered4	0.12024	46.5887135	8.413670076	38.17504343	300.4603492
EOG7C04N7	Queen	 Orangered4	0.05792	37.99397555	4.051433247	33.94254231	2036.35927
EOG7C8RC6	Queen	 Orangered4	0.00938	60.86081966	5.624650692	55.23616896	234.7801259
